Company Names,Cars Names,Engines,CC/Battery Capacity (cc),HorsePower (hp),Total Speed (km/h),Performance 0-100 (sec),Cars Prices (USD),Fuel Types,Seats,Torque (Nm)
GMC,YUKON XL DENALI RESERVE,6.2L V8 ENGINE,6162.0,420.0,210.0,6.0,82000.0,PETROL,7,624.0
GMC,TERRAIN ELEVATION EDITION,1.5L TURBOCHARGED I4 ENGINE,1490.0,170.0,200.0,9.3,28700.0,PETROL,5,275.0
GMC,ACADIA BLACK EDITION,3.6L V6 ENGINE,3564.0,310.0,210.0,6.5,45000.0,PETROL,7,366.0
GMC,HUMMER EV SUV EDITION 1,"ELECTRIC MOTORS WITH UP TO 11,500 LB-FT TORQUE",200.0,830.0,170.0,3.5,96550.0,ELECTRIC,5,15590.0
GMC,HUMMER EV PICKUP EDITION 1,"ELECTRIC MOTORS WITH UP TO 11,500 LB-FT TORQUE",200.0,1000.0,170.0,3.0,96550.0,ELECTRIC,5,15590.0
GMC,SIERRA DENALI CARBONPRO,6.2L V8 ENGINE,6162.0,420.0,200.0,5.8,65000.0,PETROL,5,624.0
GMC,YUKON DENALI PERFORMANCE,6.2L V8 ENGINE,6162.0,420.0,210.0,6.0,76805.0,PETROL,8,624.0
GMC,SIERRA 2500HD DENALI BLACK EDITION,6.6L V8 ENGINE,6600.0,401.0,170.0,7.5,75000.0,PETROL,5,629.0
GMC,CANYON AT4X,3.6L V6 ENGINE,3564.0,308.0,180.0,6.9,50000.0,PETROL,5,373.0
GMC,YUKON XL SLT,5.3L V8 ENGINE,5327.0,355.0,210.0,7.3,65000.0,PETROL,8,519.0
GMC,SIERRA 1500 PRO,4.3L V6 ENGINE,4300.0,285.0,180.0,7.5,37700.0,PETROL,3,413.0
GMC,SIERRA 2500HD PRO,6.6L V8 ENGINE,6600.0,401.0,170.0,7.7,60000.0,PETROL,3,629.0
GMC,SIERRA 3500HD PRO,6.6L V8 ENGINE,6600.0,401.0,170.0,7.8,62000.0,PETROL,3,629.0
GMC,TERRAIN SLT,1.5L TURBOCHARGED I4 ENGINE,1490.0,170.0,200.0,9.4,31000.0,PETROL,5,275.0
GMC,ACADIA SLE,3.6L V6 ENGINE,3564.0,310.0,210.0,6.6,40000.0,PETROL,7,366.0
GMC,CANYON SLT,2.5L I4 ENGINE,2488.0,200.0,175.0,8.6,38000.0,PETROL,5,259.0
GMC,YUKON XL ELEVATION,5.3L V8 ENGINE,5327.0,355.0,210.0,7.4,75000.0,PETROL,8,519.0
GMC,SIERRA 1500 AT4X,6.2L V8 ENGINE,6162.0,420.0,200.0,5.9,82000.0,PETROL,5,624.0
GMC,HUMMER EV SUV EXTREME OFF-ROAD,"ELECTRIC MOTORS WITH UP TO 11,500 LB-FT TORQUE",200.0,830.0,170.0,3.6,110000.0,ELECTRIC,5,15590.0
GMC,SIERRA EV DENALI,ELECTRIC MOTORS WITH ADVANCED AWD,200.0,754.0,170.0,4.5,108700.0,ELECTRIC,5,1064.0
GMC,HUMMER EV OMEGA EDITION,"ELECTRIC MOTORS WITH UP TO 11,500 LB-FT TORQUE",200.0,1000.0,170.0,3.0,112700.0,ELECTRIC,5,15590.0
GMC,CANYON AT4X EDITION 1,3.6L V6 ENGINE,3564.0,308.0,180.0,6.8,55000.0,PETROL,5,373.0
GMC,YUKON DENALI ULTIMATE BLACK,6.2L V8 ENGINE,6162.0,420.0,210.0,6.0,90000.0,PETROL,8,624.0
GMC,SIERRA HD DENALI RESERVE,6.6L V8 ENGINE,6600.0,401.0,170.0,7.5,85000.0,PETROL,5,629.0
GMC,ACADIA DENALI ULTIMATE,3.6L V6 ENGINE,3564.0,310.0,210.0,6.5,60000.0,PETROL,7,366.0
GMC,TERRAIN ALL-TERRAIN EDITION,1.5L TURBOCHARGED I4 ENGINE,1490.0,170.0,200.0,9.3,35000.0,PETROL,5,275.0
GMC,YUKON TRAILERING EDITION,5.3L V8 ENGINE,5327.0,355.0,210.0,7.5,78000.0,PETROL,8,519.0
GMC,HUMMER EV ADVENTURE SERIES,"ELECTRIC MOTORS WITH UP TO 11,500 LB-FT TORQUE",200.0,830.0,170.0,3.6,105000.0,ELECTRIC,5,15590.0
KIA,RIO,1.6L 4-CYLINDER,1591.0,120.0,180.0,10.3,17000.0,PETROL,5,151.0
KIA,RIO 5-DOOR,1.6L 4-CYLINDER,1591.0,120.0,180.0,10.3,18000.0,PETROL,5,151.0
KIA,SELTOS NIGHTFALL EDITION,1.6L TURBOCHARGED 4-CYLINDER,1591.0,175.0,210.0,7.5,28000.0,PETROL,5,264.0
PEUGEOT,508 PSE (PEUGEOT SPORT ENGINEERED),HYBRID I4 + ELECTRIC MOTOR,1599.0,360.0,250.0,5.2,55000.0,HYBRID,5,520.0
KIA,SORENTO X-LINE,2.5L TURBOCHARGED 4-CYLINDER,2500.0,277.0,220.0,7.0,42000.0,PETROL,7,421.0
KIA,TELLURIDE SX,3.8L V6,3778.0,291.0,240.0,7.0,50000.0,PETROL,7,355.0
KIA,FORTE LXS,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.2,19000.0,PETROL,5,179.0
KIA,K5 EX,1.6L TURBOCHARGED 4-CYLINDER,1591.0,180.0,220.0,7.8,28500.0,PETROL,5,264.0
KIA,NIRO PLUG-IN HYBRID,1.6L 4-CYLINDER HYBRID,1591.0,139.0,180.0,10.5,33000.0,HYBRID,5,265.0
KIA,EV6 WIND,ELECTRIC MOTOR,77.4,225.0,190.0,5.2,50000.0,ELECTRIC,5,350.0
KIA,SOUL TURBO,1.6L TURBOCHARGED 4-CYLINDER,1591.0,201.0,200.0,6.5,28000.0,PETROL,5,264.0
KIA,SELTOS SX,1.6L TURBOCHARGED 4-CYLINDER,1591.0,175.0,210.0,7.5,28500.0,PETROL,5,264.0
KIA,STINGER SCORPION EDITION,2.5L TURBOCHARGED 4-CYLINDER,2500.0,300.0,270.0,5.0,55000.0,PETROL,5,422.0
KIA,SORENTO HYBRID SX PRESTIGE,1.6L HYBRID TURBOCHARGED 4-CYLINDER,1591.0,227.0,200.0,7.9,47000.0,HYBRID,7,352.0
KIA,CARNIVAL EX,3.5L V6,3500.0,290.0,220.0,8.0,42500.0,PETROL,8,355.0
KIA,TELLURIDE NIGHTFALL EDITION,3.8L V6,3778.0,291.0,240.0,7.0,51000.0,PETROL,7,355.0
PEUGEOT,508 PLUG-IN HYBRID,HYBRID I4 + ELECTRIC MOTOR,1598.0,225.0,210.0,7.5,44000.0,HYBRID,5,360.0
KIA,EV6 FIRST EDITION,ELECTRIC MOTOR,77.4,320.0,230.0,5.0,58000.0,ELECTRIC,5,450.0
KIA,NIRO TOURING,1.6L 4-CYLINDER HYBRID,1591.0,139.0,180.0,10.5,33000.0,HYBRID,5,265.0
KIA,FORTE GT-LINE,1.6L TURBOCHARGED 4-CYLINDER,1591.0,201.0,200.0,6.5,25000.0,PETROL,5,264.0
KIA,SELTOS EX,2.0L 4-CYLINDER,1999.0,146.0,190.0,9.0,23500.0,PETROL,5,179.0
PEUGEOT,3008 PLUG-IN HYBRID,HYBRID I4 + ELECTRIC MOTOR,1598.0,225.0,210.0,7.0,42000.0,HYBRID,5,360.0
KIA,SORENTO LX,2.5L 4-CYLINDER,2500.0,191.0,210.0,8.5,35500.0,PETROL,7,246.0
KIA,TELLURIDE EX,3.8L V6,3778.0,291.0,240.0,7.0,44000.0,PETROL,7,355.0
KIA,SOUL EX,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.5,22000.0,PETROL,5,179.0
KIA,FORTE FE,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.2,18500.0,PETROL,5,179.0
KIA,K5 GT-LINE,1.6L TURBOCHARGED 4-CYLINDER,1591.0,180.0,220.0,7.8,29000.0,PETROL,5,264.0
KIA,CARNIVAL LXS,3.5L V6,3500.0,290.0,220.0,8.0,39500.0,PETROL,8,355.0
KIA,EV6 LIGHT,ELECTRIC MOTOR,77.4,225.0,190.0,5.2,46000.0,ELECTRIC,5,350.0
KIA,NIRO EX,1.6L 4-CYLINDER HYBRID,1591.0,139.0,180.0,10.5,30000.0,HYBRID,5,265.0
KIA,STINGER GT,3.3L TURBOCHARGED V6,3300.0,365.0,270.0,4.7,51500.0,PETROL,5,510.0
KIA,SORENTO SX PRESTIGE,2.5L HYBRID TURBOCHARGED 4-CYLINDER,1591.0,227.0,200.0,7.9,48000.0,HYBRID,7,352.0
KIA,TELLURIDE SX PRESTIGE,3.8L V6,3778.0,291.0,240.0,7.0,52000.0,PETROL,7,355.0
PEUGEOT,508 HYBRID4,HYBRID I4 + ELECTRIC MOTOR,1598.0,300.0,235.0,6.0,47000.0,HYBRID,5,520.0
KIA,EV6 GT PERFORMANCE,ELECTRIC MOTOR,77.4,577.0,260.0,3.5,65000.0,ELECTRIC,5,740.0
KIA,NIRO SX TOURING,1.6L 4-CYLINDER HYBRID,1591.0,139.0,180.0,10.5,34500.0,HYBRID,5,265.0
KIA,CARNIVAL SX PRESTIGE,3.5L V6,3500.0,290.0,220.0,8.0,47000.0,PETROL,8,355.0
KIA,SELTOS SX TURBO,1.6L TURBOCHARGED 4-CYLINDER,1591.0,175.0,210.0,7.5,32000.0,PETROL,5,264.0
KIA,FORTE EX PREMIUM,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.2,22500.0,PETROL,5,179.0
KIA,SOUL EX DESIGNER EDITION,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.5,23500.0,PETROL,5,179.0
KIA,RIO S,1.6L 4-CYLINDER,1591.0,120.0,180.0,10.3,17500.0,PETROL,5,151.0
KIA,RIO 5-DOOR S,1.6L 4-CYLINDER,1591.0,120.0,180.0,10.3,18000.0,PETROL,5,151.0
KIA,SOUL S,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.5,20500.0,PETROL,5,179.0
KIA,SELTOS LX,2.0L 4-CYLINDER,1999.0,146.0,190.0,9.2,23000.0,PETROL,5,179.0
PEUGEOT,3008 HYBRID4,HYBRID I4+ ELECTRIC MOTOR,1599.0,300.0,235.0,6.0,45000.0,HYBRID,5,520.0
KIA,SORENTO HYBRID EX,1.6L HYBRID TURBOCHARGED 4-CYLINDER,1591.0,227.0,200.0,7.9,47000.0,HYBRID,7,352.0
KIA,TELLURIDE LX,3.8L V6,3778.0,291.0,240.0,7.0,41500.0,PETROL,7,355.0
KIA,CARNIVAL MPV EX,3.5L V6,3500.0,290.0,220.0,8.0,43500.0,PETROL,8,355.0
KIA,EV6 AWD GT-LINE,ELECTRIC MOTOR,77.4,320.0,230.0,5.0,60000.0,ELECTRIC,5,450.0
KIA,FORTE GT TURBO,1.6L TURBOCHARGED 4-CYLINDER,1591.0,201.0,200.0,6.5,25500.0,PETROL,5,264.0
KIA,SOUL GT DESIGNER EDITION,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.5,23000.0,PETROL,5,179.0
KIA,SELTOS X-LINE TURBO,1.6L TURBOCHARGED 4-CYLINDER,1591.0,175.0,210.0,7.5,30000.0,PETROL,5,264.0
PEUGEOT,E-2008 GT,ELECTRIC MOTOR,50.0,136.0,200.0,8.5,40000.0,ELECTRIC,5,260.0
KIA,TELLURIDE LIMITED EDITION,3.8L V6,3778.0,291.0,240.0,7.0,53000.0,PETROL,7,355.0
KIA,STINGER GT-LINE,2.5L TURBOCHARGED 4-CYLINDER,2500.0,300.0,270.0,5.0,50000.0,PETROL,5,422.0
KIA,CARNIVAL SPECIAL EDITION,3.5L V6,3500.0,290.0,220.0,8.0,45500.0,PETROL,8,355.0
KIA,NIRO SX HYBRID,1.6L HYBRID TURBOCHARGED 4-CYLINDER,1591.0,139.0,180.0,10.5,36000.0,HYBRID,5,265.0
KIA,EV6 FIRST EDITION AWD,ELECTRIC MOTOR,77.4,320.0,230.0,5.0,62000.0,ELECTRIC,5,450.0
KIA,SORENTO X-PRO HYBRID,1.6L HYBRID TURBOCHARGED 4-CYLINDER,1591.0,227.0,200.0,7.8,49000.0,HYBRID,7,352.0
KIA,FORTE LIMITED EDITION,2.0L 4-CYLINDER,1999.0,147.0,190.0,9.2,22500.0,PETROL,5,179.0
BUGATTI,CHIRON,8.0L QUAD-TURBO W16,7993.0,1500.0,420.0,2.5,3000000.0,PETROL,2,1600.0
BUGATTI,CHIRON PUR SPORT,8.0L QUAD-TURBO W16,7993.0,1500.0,350.0,2.3,3300000.0,PETROL,2,1600.0
BUGATTI,CHIRON SUPER SPORT,8.0L QUAD-TURBO W16,7993.0,1600.0,490.0,2.4,3500000.0,PETROL,2,1600.0
BUGATTI,CHIRON SPORT,8.0L QUAD-TURBO W16,7993.0,1500.0,420.0,2.4,3300000.0,PETROL,2,1600.0
BUGATTI,CHIRON NOIRE,8.0L QUAD-TURBO W16,7993.0,1500.0,420.0,2.5,3300000.0,PETROL,2,1600.0
BUGATTI,DIVO,8.0L QUAD-TURBO W16,7993.0,1500.0,380.0,2.4,5800000.0,PETROL,2,1600.0
BUGATTI,CENTODIECI,8.0L QUAD-TURBO W16,7993.0,1600.0,380.0,2.4,9000000.0,PETROL,2,1600.0
BUGATTI,LA VOITURE NOIRE,8.0L QUAD-TURBO W16,7993.0,1500.0,420.0,2.5,18000000.0,PETROL,2,1600.0
BUGATTI,BOLIDE,8.0L QUAD-TURBO W16,7993.0,1850.0,500.0,2.2,4500000.0,PETROL,2,1600.0
BUGATTI,MISTRAL,8.0L QUAD-TURBO W16,7993.0,1600.0,420.0,2.4,5000000.0,PETROL,2,1600.0
VOLVO,VOLVO FH,13.0L I6 TURBO DIESEL,13000.0,540.0,120.0,15.0,120000.0,DIESEL,2,2600.0
VOLVO,VOLVO FH16,16.1L I6 TURBO DIESEL,16100.0,750.0,120.0,14.5,160000.0,DIESEL,2,3500.0
VOLVO,VOLVO FM,12.8L I6 TURBO DIESEL,12800.0,460.0,110.0,16.0,100000.0,DIESEL,2,2200.0
VOLVO,VOLVO FMX,13.0L I6 TURBO DIESEL,13000.0,500.0,110.0,16.5,110000.0,DIESEL,2,2500.0
VOLVO,VOLVO VNL,12.8L I6 TURBO DIESEL,12800.0,500.0,120.0,15.0,125000.0,DIESEL,2,2400.0
VOLVO,VOLVO VNR,12.8L I6 TURBO DIESEL,12800.0,400.0,110.0,17.0,95000.0,DIESEL,2,1800.0
VOLVO,VOLVO VHD,12.8L I6 TURBO DIESEL,12800.0,500.0,100.0,18.0,120000.0,DIESEL,2,2500.0
VOLVO,VOLVO FE,7.7L I6 TURBO DIESEL,7700.0,280.0,90.0,20.0,85000.0,DIESEL,2,1200.0
VOLVO,VOLVO FL,5.1L I4 TURBO DIESEL,5100.0,180.0,80.0,22.0,75000.0,DIESEL,2,800.0
JAGUAR LAND ROVER,JAGUAR F-TYPE,V6 / V8 PETROL,2995.0,335.0,260.0,5.1,70000.0,PETROL,2,450.0
JAGUAR LAND ROVER,JAGUAR XE,I4 PETROL,1999.0,250.0,250.0,6.5,45000.0,PETROL,5,365.0
JAGUAR LAND ROVER,JAGUAR XF,I4 PETROL,1999.0,250.0,250.0,6.5,50000.0,PETROL,5,365.0
JAGUAR LAND ROVER,JAGUAR XJ,V6 PETROL,2995.0,300.0,250.0,6.0,85000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR E-PACE,I4 PETROL,1999.0,200.0,230.0,7.0,50000.0,PETROL,5,430.0
JAGUAR LAND ROVER,JAGUAR I-PACE,ELECTRIC (DUAL MOTOR),90.0,400.0,200.0,4.8,70000.0,ELECTRIC,5,696.0
JAGUAR LAND ROVER,JAGUAR F-PACE,I4 PETROL / V6 PETROL,1999.0,250.0,230.0,7.2,55000.0,PETROL,5,365.0
JAGUAR LAND ROVER,JAGUAR X-TYPE,I4 PETROL,1998.0,160.0,215.0,9.0,40000.0,PETROL,5,215.0
JAGUAR LAND ROVER,JAGUAR F-PACE R-DYNAMIC,I4 PETROL / V6 PETROL,1999.0,340.0,250.0,5.4,65000.0,PETROL,5,480.0
JAGUAR LAND ROVER,JAGUAR XE R-DYNAMIC,I4 PETROL,1999.0,340.0,250.0,5.4,60000.0,PETROL,5,450.0
JAGUAR LAND ROVER,JAGUAR F-TYPE SVR,V8 PETROL,5000.0,575.0,320.0,3.7,120000.0,PETROL,2,700.0
JAGUAR LAND ROVER,JAGUAR I-PACE ELECTRIC PERFORMANCE,ELECTRIC (DUAL MOTOR),90.0,400.0,200.0,4.5,85000.0,ELECTRIC,5,696.0
JAGUAR LAND ROVER,JAGUAR F-PACE SVR,V8 PETROL,5000.0,550.0,283.0,4.0,85000.0,PETROL,5,700.0
JAGUAR LAND ROVER,JAGUAR XE S,I4 PETROL,1999.0,340.0,250.0,5.3,55000.0,PETROL,5,450.0
JAGUAR LAND ROVER,JAGUAR XF R-DYNAMIC,I4 PETROL / V6 PETROL,1999.0,340.0,250.0,5.4,65000.0,PETROL,5,480.0
JAGUAR LAND ROVER,JAGUAR XJ LWB (LONG WHEELBASE),V6 PETROL,2995.0,300.0,250.0,6.0,90000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR F-TYPE HERITAGE EDITION,V8 PETROL,5000.0,550.0,300.0,3.9,110000.0,PETROL,2,680.0
JAGUAR LAND ROVER,JAGUAR E-PACE S,I4 PETROL,1999.0,200.0,230.0,7.0,50000.0,PETROL,5,430.0
JAGUAR LAND ROVER,JAGUAR I-PACE HSE,ELECTRIC (DUAL MOTOR),90.0,400.0,200.0,4.5,90000.0,ELECTRIC,5,696.0
JAGUAR LAND ROVER,JAGUAR F-TYPE V8 R,V8 PETROL,5000.0,550.0,300.0,3.9,100000.0,PETROL,2,680.0
JAGUAR LAND ROVER,JAGUAR F-TYPE R-DYNAMIC,I4 PETROL / V6 PETROL,1999.0,300.0,250.0,5.1,70000.0,PETROL,2,400.0
JAGUAR LAND ROVER,JAGUAR XE P300 R-DYNAMIC,I4 PETROL,1999.0,300.0,250.0,5.5,55000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR XF SPORTBRAKE,I4 PETROL / V6 PETROL,1999.0,250.0,250.0,6.5,60000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR I-PACE EV400 HSE,ELECTRIC (DUAL MOTOR),90.0,400.0,200.0,4.5,85000.0,ELECTRIC,5,696.0
JAGUAR LAND ROVER,JAGUAR F-PACE S 30T AWD,I4 PETROL,1999.0,247.0,225.0,6.4,60000.0,PETROL,5,365.0
JAGUAR LAND ROVER,JAGUAR E-PACE R-DYNAMIC,I4 PETROL,1999.0,246.0,230.0,6.8,55000.0,PETROL,5,430.0
JAGUAR LAND ROVER,JAGUAR XJ50,V6 PETROL,2995.0,300.0,250.0,6.0,80000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR F-TYPE 75TH ANNIVERSARY EDITION,V8 PETROL,5000.0,550.0,300.0,3.9,100000.0,PETROL,2,680.0
JAGUAR LAND ROVER,JAGUAR F-PACE S AWD,I4 PETROL / V6 PETROL,1999.0,340.0,250.0,5.4,65000.0,PETROL,5,480.0
JAGUAR LAND ROVER,JAGUAR XE SE,I4 PETROL,1999.0,250.0,240.0,6.2,50000.0,PETROL,5,365.0
JAGUAR LAND ROVER,JAGUAR F-TYPE V6 S CONVERTIBLE,V6 PETROL,2995.0,380.0,280.0,4.8,80000.0,PETROL,2,460.0
JAGUAR LAND ROVER,JAGUAR XE R-SPORT AWD,I4 PETROL / V6 PETROL,1999.0,300.0,250.0,5.5,55000.0,PETROL,5,400.0
JAGUAR LAND ROVER,JAGUAR XF PORTFOLIO AWD,I4 PETROL / V6 PETROL,1999.0,340.0,250.0,5.4,60000.0,PETROL,5,450.0
JAGUAR LAND ROVER,JAGUAR F-TYPE COUPE R,V8 PETROL,5000.0,550.0,300.0,3.9,100000.0,PETROL,2,680.0
JAGUAR LAND ROVER,JAGUAR I-PACE FIRST EDITION,ELECTRIC (DUAL MOTOR),90.0,400.0,200.0,4.5,85000.0,ELECTRIC,5,696.0
JAGUAR LAND ROVER,JAGUAR F-PACE PRESTIGE AWD,I4 PETROL / V6 PETROL,1999.0,340.0,250.0,5.4,65000.0,PETROL,5,480.0
JAGUAR LAND ROVER,JAGUAR XJ SUPERCHARGED,V8 PETROL,5000.0,510.0,280.0,4.2,90000.0,PETROL,5,625.0
JAGUAR LAND ROVER,JAGUAR F-TYPE P450 AWD,V8 PETROL,5000.0,450.0,290.0,4.0,90000.0,PETROL,2,600.0
JAGUAR LAND ROVER,JAGUAR F-PACE P400E PLUG-IN HYBRID,I4 PETROL + ELECTRIC MOTOR,1999.0,398.0,220.0,5.1,75000.0,PLUG-IN HYBRID,5,640.0
JAGUAR LAND ROVER,JAGUAR F-TYPE P300 COUPE,I4 PETROL,1999.0,300.0,250.0,5.5,60000.0,PETROL,2,400.0
ACURA,NSX TYPE S,TWIN-TURBO V6 HYBRID,3493.0,600.0,307.0,2.9,157000.0,HYBRID,2,666.0
ACURA,TLX PMC EDITION,V6,3500.0,290.0,250.0,5.7,62000.0,PETROL,5,362.0
ACURA,MDX ADVANCE,V6,3500.0,290.0,190.0,6.0,60000.0,PETROL,7,362.0
ACURA,RDX TECHNOLOGY,I4 TURBOCHARGED,1500.0,272.0,210.0,6.6,45000.0,PETROL,5,400.0
ACURA,ILX PREMIUM,I4,2400.0,201.0,200.0,6.6,30000.0,PETROL,5,180.0
ACURA,TLX A-SPEC,V6,3500.0,290.0,250.0,5.7,50000.0,PETROL,5,362.0
ACURA,RDX SH-AWD,I4 TURBOCHARGED,1500.0,272.0,210.0,6.6,50000.0,PETROL,5,400.0
ACURA,MDX SH-AWD,V6,3500.0,290.0,190.0,6.0,55000.0,PETROL,7,362.0
ACURA,RDX PLATINUM ELITE,I4 TURBOCHARGED,1500.0,272.0,210.0,6.6,55000.0,PETROL,5,400.0
ACURA,TLX A-SPEC SEDAN,V6,3500.0,290.0,250.0,5.7,50000.0,PETROL,5,362.0
ACURA,TLX 2.4L,INLINE-4,2400.0,206.0,210.0,6.0,35000.0,PETROL,5,247.0
ACURA,MDX HYBRID,V6 HYBRID,3500.0,321.0,190.0,6.0,55000.0,HYBRID,7,335.0
ACURA,RDX HYBRID,INLINE-4 HYBRID,1500.0,247.0,210.0,6.6,50000.0,HYBRID,5,400.0
ACURA,ILX TECHNOLOGY PACKAGE,INLINE-4,2400.0,201.0,200.0,6.6,30000.0,PETROL,5,180.0
ACURA,NSX GT3 (TRACK VERSION),TWIN-TURBO V6 HYBRID,3493.0,500.0,300.0,3.0,150000.0,HYBRID,2,600.0
ACURA,RDX TURBO AWD,INLINE-4 TURBOCHARGED,1500.0,272.0,210.0,6.6,45000.0,PETROL,5,400.0
ACURA,TLX 3.5L V6,V6,3500.0,290.0,250.0,5.7,50000.0,PETROL,5,362.0
ACURA,ILX SPECIAL EDITION,INLINE-4,2400.0,201.0,200.0,6.6,30000.0,PETROL,5,180.0
ACURA,MDX SH-AWD W/TECHNOLOGY PACKAGE,V6,3500.0,290.0,190.0,6.0,55000.0,PETROL,7,362.0
ACURA,NSX 3.5L HYBRID COUPE,TWIN-TURBO V6 HYBRID,3493.0,537.0,307.0,2.9,157000.0,HYBRID,2,666.0
ACURA,MDX ELITE,V6,3500.0,290.0,190.0,6.0,58000.0,PETROL,7,362.0
ACURA,TLX V6 ADVANCE,V6,3500.0,290.0,250.0,5.7,46000.0,PETROL,5,362.0
ACURA,NSX CARBON EDITION,TWIN-TURBO V6 HYBRID,3493.0,537.0,307.0,2.9,157000.0,HYBRID,2,666.0
ACURA,RDX TURBO SH-AWD,TURBOCHARGED I4,1500.0,272.0,210.0,6.6,42000.0,PETROL,5,400.0
ACURA,ILX TECHNOLOGY PLUS,INLINE-4,2400.0,201.0,200.0,6.6,28000.0,PETROL,5,180.0
ACURA,TLX TYPE S PMC EDITION,TURBOCHARGED V6,3000.0,355.0,250.0,5.1,54000.0,PETROL,5,480.0
ACURA,MDX SPORT HYBRID,V6 HYBRID,3500.0,321.0,190.0,6.0,52000.0,HYBRID,7,335.0
PEUGEOT,208,INLINE-4,1199.0,82.0,180.0,10.5,22000.0,PETROL,5,160.0
PEUGEOT,2008,INLINE-4,1199.0,100.0,190.0,9.0,25000.0,PETROL,5,205.0
PEUGEOT,301,INLINE-4,1598.0,115.0,185.0,10.0,23500.0,PETROL,5,150.0
PEUGEOT,308,INLINE-4,1598.0,130.0,200.0,8.0,28000.0,PETROL,5,230.0
PEUGEOT,3008,INLINE-4,1598.0,180.0,210.0,7.5,32000.0,PETROL,5,400.0
PEUGEOT,5008,INLINE-4,1998.0,165.0,200.0,9.5,35000.0,DIESEL,7,400.0
PEUGEOT,508,INLINE-4,1998.0,180.0,235.0,8.0,35500.0,PETROL,5,300.0
PEUGEOT,PARTNER,DIESEL I4,1560.0,75.0,160.0,12.0,22500.0,DIESEL,5,200.0
PEUGEOT,EXPERT,DIESEL I4,1997.0,120.0,180.0,10.0,30000.0,DIESEL,3,300.0
PEUGEOT,BOXER,DIESEL I4,2200.0,140.0,160.0,11.0,32000.0,DIESEL,3,340.0
PEUGEOT,E-208,ELECTRIC MOTOR,50.0,136.0,150.0,8.1,35000.0,ELECTRIC,5,260.0
PEUGEOT,E-2008,ELECTRIC MOTOR,50.0,136.0,150.0,8.5,38000.0,ELECTRIC,5,260.0
PEUGEOT,208 GTI,INLINE-4,1598.0,208.0,230.0,6.5,28000.0,PETROL,5,300.0
PEUGEOT,308 GTI,INLINE-4,1598.0,270.0,250.0,6.0,35000.0,PETROL,5,330.0
PEUGEOT,508 PSE (PEUGEOT SPORT ENGINEERED),HYBRID I4,1598.0,360.0,250.0,5.2,55000.0,HYBRID,5,520.0
PEUGEOT,308 ALLURE,INLINE-4,1199.0,130.0,205.0,9.3,25000.0,PETROL,5,230.0
PEUGEOT,2008 ALLURE,INLINE-4,1199.0,130.0,200.0,9.7,27000.0,PETROL,5,230.0
PEUGEOT,3008 ALLURE,INLINE-4,1499.0,180.0,210.0,8.0,30000.0,PETROL,5,250.0
PEUGEOT,5008 ALLURE,INLINE-4,1499.0,180.0,200.0,8.5,33000.0,PETROL,7,250.0
PEUGEOT,508 ALLURE,INLINE-4,1499.0,180.0,225.0,8.0,35000.0,PETROL,5,250.0
PEUGEOT,3008 GT,INLINE-4,1598.0,200.0,220.0,7.5,35000.0,PETROL,5,280.0
PEUGEOT,508 GT,INLINE-4,1598.0,225.0,235.0,6.8,40000.0,PETROL,5,300.0
PEUGEOT,3008 GT HYBRID,HYBRID I4,1598.0,300.0,235.0,6.0,45000.0,HYBRID,5,400.0
PEUGEOT,5008 GT HYBRID,HYBRID I4,1598.0,300.0,210.0,6.5,48000.0,HYBRID,7,400.0
PEUGEOT,208 ALLURE PREMIUM,INLINE-4,1199.0,130.0,200.0,9.5,28000.0,PETROL,5,230.0
PEUGEOT,PARTNER TEPEE,INLINE-4,1560.0,100.0,170.0,12.0,25000.0,DIESEL,5,260.0
PEUGEOT,EXPERT L2H1,INLINE-4,1997.0,120.0,160.0,13.0,30000.0,DIESEL,3,320.0
PEUGEOT,BOXER L2H2,INLINE-4,2200.0,130.0,140.0,14.0,35000.0,DIESEL,3,350.0
PEUGEOT,PARTNER ELECTRIC,ELECTRIC MOTOR,-,136.0,130.0,9.0,40000.0,ELECTRIC,5,260.0
PEUGEOT,EXPERT ELECTRIC,ELECTRIC MOTOR,-,136.0,130.0,9.5,45000.0,ELECTRIC,5,260.0
PEUGEOT,208 PSE (PEUGEOT SPORT ENGINEERED),HYBRID I4,1598.0,225.0,250.0,5.5,45000.0,HYBRID,5,360.0
PEUGEOT,308 PSE,HYBRID I4,1598.0,360.0,250.0,5.0,55000.0,HYBRID,5,520.0
PEUGEOT,508 PSE,HYBRID I4,1598.0,360.0,250.0,5.2,60000.0,HYBRID,5,520.0
